 Ano; Código da Área; Área de Avaliação; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nota Bruta - FG; Nota Padronizada - FG; Nota Bruta - CE; Nota Padronizada - CE; Conceito Enade (Contínuo); Concluintes participantes com nota no Enem; Proporção de concluintes participantes com nota no Enem; Nota Bruta - IDD; Nota Padronizada - IDD; Nota Bruta – Organização Didático-Pedagógica; Nota Padronizada - Organização Didático-Pedagógica; Nota Bruta – Infraestrutura e Instalações Físicas; Nota Padronizada - Infraestrutura e Instalações Físicas; Nota Bruta – Oportunidade de Ampliação da Formação; Nota Padronizada - Oportunidade de Ampliação da Formação; Nota Bruta - Mestres; Nota Padronizada - Mestres; Nota Bruta - Doutores; Nota Padronizada - Doutores; Nota Bruta – Regime de Trabalho; Nota Padronizada - Regime de Trabalho; CPC (Contínuo); CPC (Faixa);Observação
2019;5710;ENGENHARIA CIVIL;1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Faculdade;Privada sem fins lucrativos;1169960;Educação Presencial;3515509;Fernandópolis;SP;48;47;33,989;1,603;39,197;2,2054;2,054;28;0,595;0,507;2,945;4,974;2,831;4,939;3,026;4,13;2,316;1;5;0,375;1,875;0,937;4,616;2,865;3;
2019;5710;ENGENHARIA CIVIL;1300;INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH;ITES;Faculdade;Privada sem fins lucrativos;1117028;Educação Presencial;3553708;Taquaritinga;SP;8;8;33,587;1,55;34,15;1,6923;1,656;2;0,25;1,197;3,368;5,579;4,11;5,527;4,121;5,166;3,803;0,733;2,619;0,333;1,666;0,266;0,5;2,603;3;
2019;5710;ENGENHARIA CIVIL;1303;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA GOIANO;IF Goiano;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1187682;Educação Presencial;5218805;Rio Verde;GO;44;43;44,841;3,033;54,995;3,8111;3,616;43;1;0,193;2,753;4,424;1,666;4,607;2,408;4,583;2,966;0,843;3,604;0,593;2,968;1;5;3,097;4;
2019;5710;ENGENHARIA CIVIL;1308;FACULDADE NOVO MILÊNIO;FNM;Faculdade;Privada com fins lucrativos;1136144;Educação Presencial;3205200;Vila Velha;ES;79;63;39,901;2,382;36,755;1,9572;2,063;44;0,698;-0,377;2,404;4,629;2,1;4,258;1,758;3,265;1,075;0,541;0,907;0,041;0,208;0,666;2,954;1,847;2;
2019;5710;ENGENHARIA CIVIL;1317;Centro Universitário Sudoeste Paulista;UniFSP;Centro Universitário;Privada com fins lucrativos;1115406;Educação Presencial;3504503;Avaré;SP;32;32;38,94;2,255;45,89;2,8857;2,728;27;0,843;1,118;3,319;5,173;3,251;5,186;3,486;4,582;2,965;1;5;0,75;3,75;0,8;3,772;3,42;4;
2019;5710;ENGENHARIA CIVIL;1326;FACULDADE CAPIXABA DA SERRA;MULTIVIX SERRA;Faculdade;Privada com fins lucrativos;1126946;Educação Presencial;3205002;Serra;ES;8;7;48,714;3,543;53,071;3,6156;3,597;5;0,714;1,384;3,482;5,88;4,747;5,833;4,689;5,895;4,85;0,916;4,255;0,333;1,666;1;5;3,594;4;
2019;5710;ENGENHARIA CIVIL;1334;CENTRO UNIVERSITÁRIO FACISA;UNIFACISA;Centro Universitário;Privada com fins lucrativos;1258515;Educação Presencial;2504009;Campina Grande;PB;32;29;47,782;3,42;45,927;2,8894;3,022;27;0,931;0,537;2,963;5,291;3,502;5,531;4,128;4,357;2,641;0,977;4,797;0,386;1,931;1;5;3,201;4;
2019;5710;ENGENHARIA CIVIL;1336;CENTRO UNIVERSITÁRIO ASSIS GURGACZ;FAG;Centro Universitário;Privada sem fins lucrativos;48771;Educação Presencial;4104808;Cascavel;PR;77;71;41,747;2,625;40,769;2,3651;2,43;58;0,816;0,353;2,851;5,964;4,925;5,981;4,965;5,98;4,972;0,75;2,767;0,125;0,625;0,781;3,657;2,801;3;
2019;5710;ENGENHARIA CIVIL;1337;FACULDADE MATER DEI;FMD;Faculdade;Privada com fins lucrativos;1166887;Educação Presencial;4118501;Pato Branco;PR;57;56;39,841;2,374;40,15;2,3022;2,32;47;0,839;0,253;2,789;5,011;2,908;5,031;3,197;4,468;2,802;0,758;2,844;0,275;1,379;1;5;2,683;3;
2019;5710;ENGENHARIA CIVIL;1351;CENTRO UNIVERSITÁRIO SOCIESC;;Centro Universitário;Privada sem fins lucrativos;99600;Educação Presencial;4209102;Joinville;SC;102;97;41,816;2,634;50,129;3,3166;3,146;65;0,67;0,736;3,085;5,262;3,44;5,319;3,734;5,372;4,099;1;5;0,833;4,166;0,958;4,744;3,612;4;
2019;5710;ENGENHARIA CIVIL;1356;CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL;UNIFUNEC;Centro Universitário;Pública Municipal;1204140;Educação Presencial;3546603;Santa Fé do Sul;SP;65;61;31,981;1,338;34,654;1,7436;1,642;50;0,819;-0,864;2,105;5,967;4,931;5,977;4,958;5,992;4,988;0,789;3,12;0,21;1,052;1;5;2,575;3;
2019;5710;ENGENHARIA CIVIL;1359;FACULDADE CAPIXABA DE NOVA VENÉCIA;MULTIVIX NOVA VENÉCI;Faculdade;Privada com fins lucrativos;1126942;Educação Presencial;3203908;Nova Venécia;ES;27;18;45,316;3,096;44,111;2,7048;2,802;14;0,777;-0,252;2,48;5,327;3,577;5,365;3,818;4,914;3,442;0,882;3,949;0,294;1,47;1;5;2,865;3;
2019;5710;ENGENHARIA CIVIL;1364;CENTRO UNIVERSIÁRIO UNIFTC;;Centro Universitário;Privada com fins lucrativos;80107;Educação Presencial;2933307;Vitória da Conquista;BA;77;68;34,132;1,622;35,314;1,8107;1,763;50;0,735;-0,15;2,542;5,979;4,956;5,988;4,978;5,987;4,981;1;5;0,666;3,333;1;5;3,237;4;
2019;5710;ENGENHARIA CIVIL;1365;CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO;UNASP;Centro Universitário;Privada sem fins lucrativos;22074;Educação Presencial;3515152;Engenheiro Coelho;SP;97;93;39,832;2,373;44,476;2,7419;2,649;70;0,752;0,444;2,906;5,657;4,275;5,85;4,721;5,6;4,426;0,875;3,883;0,333;1,666;0,75;3,465;3,015;4;
2019;5710;ENGENHARIA CIVIL;1379;FACULDADES INTEGRADAS SÃO PEDRO;FAESA;Faculdade;Privada sem fins lucrativos;5000285;Educação Presencial;3205309;Vitória;ES;60;58;42,31;2,699;44,558;2,7503;2,737;50;0,862;0,229;2,775;5,691;4,347;5,788;4,606;5,46;4,225;1;5;0,545;2,727;1;5;3,339;4;
2019;5710;ENGENHARIA CIVIL;1381;Faculdade Martha Falcão Wyden;FMF Wyden;Faculdade;Privada com fins lucrativos;1258631;Educação Presencial;1302603;Manaus;AM;28;25;39,488;2,328;39,908;2,2776;2,29;20;0,8;-0,164;2,534;5,393;3,717;5,598;4,252;5,327;4,034;1;5;0,333;1,666;0,875;4,232;2,879;3;
2019;5710;ENGENHARIA CIVIL;1386;FACULDADE ESAMC CAMPINAS;ESAMC;Faculdade;Privada com fins lucrativos;5000198;Educação Presencial;3509502;Campinas;SP;47;41;40,448;2,454;36,714;1,953;2,078;35;0,853;-0,296;2,453;4,861;2,591;4,427;2,073;3,542;1,471;0,44;0;0,08;0,4;0,36;1,072;1,749;2;
2019;5710;ENGENHARIA CIVIL;1396;Centro Universitário Dinâmica das Cataratas;UDC;Centro Universitário;Privada com fins lucrativos;48995;Educação Presencial;4108304;Foz do Iguaçu;PR;85;77;42,077;2,669;43,297;2,6221;2,633;56;0,727;0,302;2,82;5,457;3,852;5,635;4,321;5,325;4,031;0,909;4,188;0,409;2,045;0,909;4,442;3,073;4;
2019;5710;ENGENHARIA CIVIL;1409;FACULDADE DO CENTRO LESTE;UCL;Faculdade;Privada com fins lucrativos;20608;Educação Presencial;3205002;Serra;ES;57;55;44,085;2,933;53,57;3,6663;3,483;50;0,909;0,416;2,889;5,442;3,821;5,653;4,355;5,347;4,063;0,892;4,043;0,25;1,25;0,714;3,246;3,048;4;
2019;5710;ENGENHARIA CIVIL;1410;Faculdade Área1 Wyden;Área1 Wyden;Faculdade;Privada com fins lucrativos;1070777;Educação Presencial;2927408;Salvador;BA;110;104;39,117;2,279;35,068;1,7857;1,909;80;0,769;-0,187;2,52;4,735;2,324;4,529;2,263;4,246;2,483;1;5;0,315;1,578;0,947;4,677;2,576;3;
2019;5710;ENGENHARIA CIVIL;1412;FACULDADE ANHANGUERA DE JUNDIAÍ;;Faculdade;Privada com fins lucrativos;25564;Educação Presencial;3525904;Jundiaí;SP;95;62;34,791;1,709;28,87;1,1557;1,294;33;0,532;-1,343;1,812;4,759;2,375;4,55;2,301;3,524;1,446;0,767;2,927;0,553;2,767;0,803;3,794;2,141;3;
2019;5710;ENGENHARIA CIVIL;1418;CENTRO UNIVERSITÁRIO TOLEDO;UNITOLEDO;Centro Universitário;Privada com fins lucrativos;1147240;Educação Presencial;3502804;Araçatuba;SP;50;42;35,547;1,808;33,495;1,6258;1,671;33;0,785;-0,311;2,444;5,71;4,388;5,823;4,67;5,666;4,521;0,956;4,611;0,217;1,086;0,739;3,399;2,629;3;
2019;5710;ENGENHARIA CIVIL;1419;CENTRO UNIVERSITÁRIO CURITIBA;UNICURITIBA;Centro Universitário;Privada com fins lucrativos;1270352;Educação Presencial;4106902;Curitiba;PR;13;12;46,208;3,213;52,616;3,5693;3,48;11;0,916;2,482;4,154;5,041;2,971;5,657;4,362;4,669;3,089;1;5;0,882;4,411;0,941;4,639;4,053;5;
2019;5710;ENGENHARIA CIVIL;1422;CENTRO UNIVERSITÁRIO DO NORTE;UNINORTE;Centro Universitário;Privada com fins lucrativos;107004;Educação Presencial;1302603;Manaus;AM;365;291;36,852;1,98;28,621;1,1304;1,343;235;0,807;0,042;2,66;5,553;4,056;5,589;4,235;5,313;4,015;0,941;4,474;0,382;1,911;0,823;3,917;2,732;3;
2019;5710;ENGENHARIA CIVIL;1423;Faculdade Ideal Wyden;Faci Wyden;Faculdade;Privada com fins lucrativos;50801;Educação Presencial;1501402;Belém;PA;193;174;33,287;1,51;33,454;1,6216;1,593;117;0,672;-0,292;2,455;5,733;4,436;5,786;4,602;5,682;4,544;1;5;0,419;2,096;1;5;2,919;3;
2019;5710;ENGENHARIA CIVIL;1426;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA;ILES;Faculdade;Privada sem fins lucrativos;1175630;Educação Presencial;5211503;Itumbiara;GO;56;51;34,088;1,616;37,4;2,0227;1,921;47;0,921;-0,225;2,497;4,766;2,391;4,503;2,214;3,763;1,79;0,454;0,129;0,045;0,227;0,818;3,884;1,928;2;
2019;5710;ENGENHARIA CIVIL;1427;CENTRO UNIVERSITÁRIO DA SERRA GAÚCHA;FSG;Centro Universitário;Privada com fins lucrativos;1060234;Educação Presencial;4305108;Caxias do Sul;RS;43;39;40,584;2,472;39,912;2,2781;2,326;24;0,615;0,012;2,642;5,642;4,243;5,72;4,48;5,393;4,129;0,975;4,782;0,341;1,707;0,609;2,605;2,845;3;
2019;5710;ENGENHARIA CIVIL;1428;INSTITUTO DE ENSINO SUPERIOR PLANALTO;IESPLAN;Faculdade;Privada com fins lucrativos;20722;Educação Presencial;5300108;Brasília;DF;27;24;31,254;1,243;38,75;2,1599;1,93;9;0,375;0,325;2,833;5,215;3,339;4,929;3,008;3,714;1,718;0,714;2,448;0,214;1,071;0,142;0;2,166;3;
2019;5710;ENGENHARIA CIVIL;1430;CENTRO UNIVERSITÁRIO INGÁ;;Centro Universitário;Privada sem fins lucrativos;1119915;Educação Presencial;4115200;Maringá;PR;47;45;43,346;2,836;40,482;2,336;2,461;35;0,777;0,868;3,166;5,721;4,41;5,801;4,631;5,24;3,91;0,933;4,404;0,266;1,333;1;5;3,165;4;
2019;5710;ENGENHARIA CIVIL;1434;Centro Universitário de Itapira Uniesi;UNIESI;Centro Universitário;Privada com fins lucrativos;1182267;Educação Presencial;3522604;Itapira;SP;13;13;31,076;1,219;28,823;1,1509;1,168;9;0,692;-3,562;0,453;5,327;3,576;5,513;4,095;4,78;3,249;0,541;0,907;0,125;0,625;0,541;2,187;1,272;2;
2019;5710;ENGENHARIA CIVIL;1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;Faculdade;Privada com fins lucrativos;1173104;Educação Presencial;3543907;Rio Claro;SP;37;33;38,796;2,236;34,481;1,726;1,853;20;0,606;-0,563;2,29;5,615;4,186;5,593;4,244;5,164;3,8;0,666;2,023;0,333;1,666;0,619;2,662;2,395;3;
2019;5710;ENGENHARIA CIVIL;1444;FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA;FIEL;Faculdade;Privada sem fins lucrativos;50797;Educação Presencial;3526902;Limeira;SP;38;28;47,696;3,409;46,135;2,9106;3,035;20;0,714;1,81;3,743;5,807;4,593;5,836;4,695;5,757;4,652;0,628;1,683;0,228;1,142;0,742;3,422;3,167;4;
2019;5710;ENGENHARIA CIVIL;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;CEUN-IMT;Centro Universitário;Privada sem fins lucrativos;25388;Educação Presencial;3548807;São Caetano do Sul;SP;180;175;47,465;3,379;56,805;3,9951;3,841;156;0,891;0,309;2,823;4,946;2,77;5,449;3,976;4,718;3,16;0,973;4,765;0,447;2,236;0,486;1,851;3,073;4;
2019;5710;ENGENHARIA CIVIL;1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;UNIPLAN;Centro Universitário;Privada com fins lucrativos;121427;Educação Presencial;5300108;Brasília;DF;232;178;34,447;1,663;32,066;1,4806;1,526;138;0,775;0,213;2,765;4,623;2,087;4,619;2,43;3,271;1,082;0,862;3,768;0,551;2,758;1;5;2,649;3;
2019;5710;ENGENHARIA CIVIL;1450;CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO;UNICERP;Centro Universitário;Privada sem fins lucrativos;1184434;Educação Presencial;3148103;Patrocínio;MG;62;56;34,816;1,712;34,055;1,6827;1,69;41;0,732;-0,044;2,608;5,714;4,395;5,8;4,629;5,644;4,49;0,863;3,782;0,409;2,045;0,863;4,163;2,826;3;
2019;5710;ENGENHARIA CIVIL;1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;ESTÁCIO EUROPAN;Faculdade;Privada com fins lucrativos;1284647;Educação Presencial;3513009;Cotia;SP;2;2;42,2;2,685;17,5;0;0,671;;;;;4,409;1,635;3,666;0,657;3,416;1,291;1;5;1;5;0,666;2,954;1,903;2;
2019;5710;ENGENHARIA CIVIL;1459;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS;FUCAMP;Faculdade;Privada sem fins lucrativos;1185994;Educação Presencial;3143104;Monte Carmelo;MG;62;60;33,103;1,486;30,91;1,363;1,393;52;0,866;0,255;2,79;5,201;3,311;5,202;3,516;4,359;2,644;0,913;4,223;0,13;0,652;0,869;4,199;2,475;3;
2019;5710;ENGENHARIA CIVIL;1461;CENTRO UNIVERSIÁRIO UNIFTC SALVADOR;;Centro Universitário;Privada com fins lucrativos;92953;Educação Presencial;2927408;Salvador;BA;33;32;36,765;1,969;33,9;1,6669;1,742;17;0,531;-0,402;2,388;4,529;1,889;4,187;1,627;3,225;1,016;1;5;0,625;3,125;1;5;2,651;3;
2019;5710;ENGENHARIA CIVIL;1462;INSTITUTO PARAIBANO DE ENSINO RENOVADO;INPER;Faculdade;Privada com fins lucrativos;1190588;Educação Presencial;2507507;João Pessoa;PB;29;28;36,032;1,872;30,503;1,3217;1,459;17;0,607;-1,021;2,009;5,117;3,132;4,738;2,652;3,647;1,622;0,857;3,724;0,142;0,714;0,714;3,246;2,033;3;
2019;5710;ENGENHARIA CIVIL;1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;Faculdade;Privada com fins lucrativos;1099769;Educação Presencial;3170206;Uberlândia;MG;38;31;45,7;3,146;44,845;2,7794;2,871;24;0,774;0,756;3,097;4,774;2,408;4,783;2,735;3,243;1,042;0,878;3,917;0,181;0,909;0,363;1,095;2,514;3;
2019;5710;ENGENHARIA CIVIL;1484;FACULDADE IBMEC;IBMEC;Faculdade;Privada com fins lucrativos;1183365;Educação Presencial;3106200;Belo Horizonte;MG;18;15;51,78;3,947;62,106;4,5339;4,387;14;0,933;3,023;4,486;5,62;4,197;5,882;4,781;5,692;4,558;1;5;0,482;2,413;0,965;4,788;4,211;5;
2019;5710;ENGENHARIA CIVIL;1490;CENTRO UNIVERSITÁRIO DE JAGUARIÚNA;UniFAJ;Centro Universitário;Privada com fins lucrativos;1134580;Educação Presencial;3524709;Jaguariúna;SP;45;40;43,187;2,815;41,625;2,4521;2,542;29;0,725;0,84;3,149;5,685;4,335;5,771;4,575;5,675;4,533;0,8;3,214;0,2;1;0,6;2,545;2,86;3;
2019;5710;ENGENHARIA CIVIL;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;5000207;Educação Presencial;3170206;Uberlândia;MG;79;64;35,471;1,798;31,685;1,4419;1,531;34;0,531;-0,494;2,332;4,573;1,982;4,73;2,636;3,693;1,688;0,766;2,916;0,483;2,416;0,866;4,181;2,34;3;
2019;5710;ENGENHARIA CIVIL;1493;CENTRO UNIVERSITÁRIO ALVES FARIA;UNIALFA;Centro Universitário;Privada com fins lucrativos;1059401;Educação Presencial;5208707;Goiânia;GO;15;12;36,058;1,876;42,7;2,5614;2,39;10;0,833;0,097;2,694;5,022;2,932;5,079;3,287;3,541;1,47;0,525;0,758;0;0;0,25;0,397;1,928;2;
2019;5710;ENGENHARIA CIVIL;1494;CENTRO UNIVERSITÁRIO CATÓLICO DE VITÓRIA;;Centro Universitário;Privada sem fins lucrativos;1161527;Educação Presencial;3205309;Vitória;ES;47;46;40,96;2,522;41,041;2,3928;2,425;40;0,869;-0,253;2,479;5,14;3,181;5,171;3,457;4,814;3,298;0,866;3,809;0,133;0,666;0,333;0,909;2,3;3;
2019;5710;ENGENHARIA CIVIL;1498;INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA;FAVI;Faculdade;Privada com fins lucrativos;1190657;Educação Presencial;3205309;Vitória;ES;24;22;29,14;0,964;30,79;1,3509;1,254;14;0,636;-1,158;1,925;4,977;2,836;4,732;2,64;3,768;1,797;0,8;3,214;0,1;0,5;1;5;2,005;3;
2019;5710;ENGENHARIA CIVIL;1502;FACULDADE ANHANGUERA PITÁGORAS DE JUNDIAÍ;;Faculdade;Privada com fins lucrativos;120400;Educação Presencial;3525904;Jundiaí;SP;25;12;35,158;1,757;29,233;1,1926;1,333;8;0,666;-2,419;1,153;4,659;2,163;4,603;2,4;3,685;1,677;0,805;3,263;0,611;3,055;0,694;3,124;1,932;2;
2019;5710;ENGENHARIA CIVIL;1504;CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ;UNINASSAU MACEIÓ;Centro Universitário;Privada sem fins lucrativos;1161881;Educação Presencial;2704302;Maceió;AL;75;61;28,178;0,837;28,573;1,1255;1,053;53;0,868;-0,541;2,303;4,346;1,501;4,318;1,87;3,26;1,067;0,888;4,007;0,444;2,222;0,777;3,636;2,156;3;
2019;5710;ENGENHARIA CIVIL;1506;Faculdade CNEC Itajaí;;Faculdade;Privada sem fins lucrativos;1205435;Educação Presencial;4208203;Itajaí;SC;19;17;34,676;1,694;35,117;1,7907;1,766;9;0,529;-0,871;2,101;4,998;2,882;4,985;3,111;4,733;3,181;0,909;4,188;0,363;1,818;0,818;3,884;2,418;3;
2019;5710;ENGENHARIA CIVIL;1509;Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;Centro Universitário;Privada com fins lucrativos;1313260;Educação Presencial;3106200;Belo Horizonte;MG;38;37;34,462;1,665;33,57;1,6334;1,641;23;0,621;-1,033;2,002;4,931;2,74;4,791;2,75;3,9;1,986;1;5;0,312;1,562;0,937;4,616;2,377;3;
2019;5710;ENGENHARIA CIVIL;1509;Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;Centro Universitário;Privada com fins lucrativos;1321808;Educação Presencial;3106200;Belo Horizonte;MG;23;23;26,586;0,628;28,282;1,0959;0,979;16;0,695;-2,051;1,378;4,876;2,622;4,648;2,483;3,388;1,25;0,888;4,007;0,444;2,222;0,888;4,318;1,988;3;
2019;5710;ENGENHARIA CIVIL;1510;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;Centro Universitário;Privada com fins lucrativos;1204175;Educação Presencial;4216602;São José;SC;103;94;36,168;1,89;39,937;2,2806;2,183;52;0,553;-0,026;2,618;4,464;1,751;4,292;1,821;3,757;1,78;0,952;4,574;0,428;2,142;0,571;2,37;2,462;3;
2019;5710;ENGENHARIA CIVIL;1510;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;Centro Universitário;Privada com fins lucrativos;1364425;Educação a Distância;4216602;São José;SC;2;1;;;;;;;;;;4,159;1,105;4,826;2,815;2,666;0,214;1;5;0,857;4,285;0,571;2,37;SC;SC;
2019;5710;ENGENHARIA CIVIL;1513;FACULDADE PITÁGORAS INSTITUTO CAMILLO FILHO;PITÁGORAS ICF;Faculdade;Privada com fins lucrativos;1136441;Educação Presencial;2211001;Teresina;PI;18;17;42,7;2,751;38,923;2,1775;2,32;17;1;-2,094;1,352;4,672;2,192;4,504;2,215;3,777;1,809;0,972;4,758;0,567;2,837;0,783;3,673;2,316;3;
2019;5710;ENGENHARIA CIVIL;1515;FACULDADE DE EDUCAÇÃO DE PORTO VELHO;UNIRON;Faculdade;Privada com fins lucrativos;1257911;Educação Presencial;1100205;Porto Velho;RO;48;43;36,193;1,893;33,72;1,6487;1,71;35;0,813;0,006;2,638;4,791;2,444;4,694;2,569;3,942;2,046;1;5;0,615;3,076;0,769;3,583;2,733;3;
2019;5710;ENGENHARIA CIVIL;1519;FACULDADE DE PATO BRANCO;FADEP;Faculdade;Privada com fins lucrativos;1179679;Educação Presencial;4118501;Pato Branco;PR;60;58;43,47;2,852;37,632;2,0463;2,247;51;0,879;0,09;2,69;5,259;3,433;5,391;3,867;4,546;2,913;0,809;3,299;0,428;2,142;0,619;2,662;2,683;3;
2019;5710;ENGENHARIA CIVIL;1521;FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Faculdade;Privada com fins lucrativos;1138790;Educação Presencial;1501402;Belém;PA;102;93;42,575;2,734;40,635;2,3515;2,447;84;0,903;0,1;2,696;5,166;3,236;4,987;3,115;4,559;2,932;0,909;4,188;0,424;2,121;0,696;3,14;2,772;3;
2019;5710;ENGENHARIA CIVIL;1536;FACULDADE DE TELÊMACO BORBA;FATEB;Faculdade;Privada com fins lucrativos;1151202;Educação Presencial;4127106;Telêmaco Borba;PR;31;30;29,84;1,056;28,166;1,0842;1,077;22;0,733;-2,007;1,405;4,216;1,226;3,93;1,147;3,38;1,239;0,68;2,142;0,24;1,2;0,56;2,3;1,401;2;
2019;5710;ENGENHARIA CIVIL;1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;Centro Universitário;Privada sem fins lucrativos;22048;Educação Presencial;3303500;Nova Iguaçu;RJ;96;85;39,159;2,284;34,758;1,7542;1,886;58;0,682;-0,163;2,535;5,049;2,989;5,242;3,589;4,357;2,642;0,866;3,809;0,3;1,5;0,833;3,977;2,543;3;
2019;5710;ENGENHARIA CIVIL;1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;Centro Universitário;Privada sem fins lucrativos;1114152;Educação Presencial;3300308;Barra do Piraí;RJ;30;30;38,386;2,182;36,45;1,9261;1,99;21;0,699;-0,71;2,2;4,081;0,941;4,109;1,48;2,722;0,295;0,937;4,441;0,406;2,031;0,937;4,616;2,304;3;
2019;5710;ENGENHARIA CIVIL;1542;CENTRO UNIVERSITÁRIO GERALDO DI BIASE;UGB;Centro Universitário;Privada sem fins lucrativos;1283576;Educação Presencial;3306305;Volta Redonda;RJ;75;75;36,904;1,987;33,046;1,5802;1,682;48;0,64;-0,325;2,435;4,811;2,485;4,884;2,924;4,24;2,474;0,941;4,474;0,382;1,911;0,941;4,639;2,553;3;
2019;5710;ENGENHARIA CIVIL;1552;FACULDADE UNINASSAU PARNAÍBA;;Faculdade;Privada com fins lucrativos;1259118;Educação Presencial;2207702;Parnaíba;PI;123;119;35,776;1,838;40,556;2,3435;2,217;100;0,84;0,346;2,846;5,462;3,863;5,47;4,015;5,321;4,025;1;5;0,44;2,2;0,76;3,527;3;4;
2019;5710;ENGENHARIA CIVIL;1557;UNIVERSIDADE FUMEC;FUMEC;Universidade;Privada sem fins lucrativos;37285;Educação Presencial;3106200;Belo Horizonte;MG;295;279;46,574;3,261;46,14;2,9111;2,998;226;0,81;-0,032;2,615;4,959;2,798;5,458;3,992;4,853;3,354;0,878;3,917;0,272;1,363;0,742;3,419;2,763;3;
2019;5710;ENGENHARIA CIVIL;1557;UNIVERSIDADE FUMEC;FUMEC;Universidade;Privada sem fins lucrativos;39789;Educação Presencial;3106200;Belo Horizonte;MG;106;79;42,505;2,725;36,189;1,8997;2,106;51;0,645;-0,699;2,206;4,641;2,125;5,182;3,479;4,518;2,872;0,861;3,759;0,194;0,972;0,638;2,784;2,235;3;
2019;5710;ENGENHARIA CIVIL;1558;Faculdade Doctum de João Monlevade;DOCTUM;Faculdade;Privada sem fins lucrativos;1181984;Educação Presencial;3136207;João Monlevade;MG;101;97;32,207;1,368;30,011;1,2717;1,295;57;0,587;-0,796;2,147;5,207;3,324;5,041;3,215;4,884;3,399;0,933;4,404;0,533;2,666;1;5;2,611;3;
2019;5710;ENGENHARIA CIVIL;1559;CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO;UNESC;Centro Universitário;Privada sem fins lucrativos;1135098;Educação Presencial;3201506;Colatina;ES;34;34;44,285;2,96;44,355;2,7297;2,787;32;0,941;0,453;2,912;5,979;4,957;5,98;4,963;5,975;4,964;0,875;3,883;0,562;2,812;0,812;3,849;3,322;4;
2019;5710;ENGENHARIA CIVIL;1561;FACULDADE ESAMC SOROCABA;ESAMC;Faculdade;Privada com fins lucrativos;1107903;Educação Presencial;3552205;Sorocaba;SP;21;19;31,447;1,268;31,794;1,4529;1,406;13;0,684;-1,687;1,601;5,026;2,94;5,147;3,413;4,18;2,388;0,857;3,724;0,119;0,595;0,69;3,1;1,894;2;
2019;5710;ENGENHARIA CIVIL;1563;CENTRO UNIVERSITÁRIO UNINOVAFAPI;UNINOVAFAPI;Centro Universitário;Privada com fins lucrativos;5000232;Educação Presencial;2211001;Teresina;PI;187;159;46,844;3,297;46,708;2,9688;3,05;126;0,792;0,192;2,752;5,694;4,354;5,834;4,691;5,409;4,151;0,962;4,669;0,407;2,037;0,888;4,318;3,218;4;
2019;5710;ENGENHARIA CIVIL;1568;FACULDADES DOCTUM DE CARATINGA;DOCTUM;Faculdade;Privada sem fins lucrativos;80064;Educação Presencial;3113404;Caratinga;MG;68;63;34,93;1,727;32,588;1,5336;1,582;57;0,904;-0,202;2,51;4,461;1,745;4,509;2,226;3,554;1,489;0,928;4,362;0,5;2,5;1;5;2,551;3;
